,TranslatedRecipeName,Cuisine,Image_URL
161,Royal Bread Gulab Jamun,Indian,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Salma_Godil/Royal_Bread_Gulab_Jamun_Recipe-1.jpg
162,Safed Achari Baingan,Indian,https://www.archanaskitchen.com/images/archanaskitchen/1-Author/Shaheen_Ali/Safed_Achari_Baigan__White_Aubergine_in_pickled_spices.jpg
163,Potlankaya Perugu Pachhadi,South Indian,
164,Karela Dahi Puri,Indian,
165,Kasuri Methi and Potato Frying,North Indian,
166,Sprouted Matki Chila with Spinach,North Indian,
167,Malabar Kaai Curry With Nenthra Pazham,Kerala,
168,Assamese Sweet Kordoi,Assamese,
169,Steamed Bafauri,Bihari,
170,Jodhpuri Aloo,Rajasthani,
171,Vedakkai Thoran,Kerala,
172,Gram and Potato Dry Vegetable,North Indian,
173,Amla Sambhario,Indian,
175,Stuffed Arbi Paratha,North Indian,
176,Tomato Curry Leaf Chutney,South Indian,
177,Rajasthani Goonde Vegetable,Rajasthani,
178,Raw Jackfruit Burrito,Mexican,
179,Bengali gram dal,Bengali,
180,Hyderabadi Vegetable Biryani,Hyderabadi,
181,Chocolate Chip & Raisin Rolls,Continental,
182,Baby Corn Cigar,North Indian,
183,Wheat Millet Thepla,Gujarati,
184,Kaju Badam Ladoo,Indian,
185,Spaghetti Aglio Olio With Parmesan & Greens,Italian,
186,Mushroom Dumpling With Potatoes,Asian,
187,Tomato Curry Leaf Chutney With No Onion No Garlic,South Indian,
188,Baked Oats and Whole Wheat Kachori Stuffed with Peas,North Indian,
189,Masala Carrot And Peas Sandwich,Continental,
190,Stuffed Onion Vegetable,North Indian,
191,Aam Panna Pani Puri,North Indian,
192,Quinoa Vegetable Upma,Fusion,
193,Whole Wheat Espresso Chocolate Streusel Cake,Continental,
194,Basella Fritters,Malabar,
195,Fig Honey & Paprika Preserve,Malabar,
196,Sepu Vadi,Himachal,
197,Himachali Dry Raw Mango Chutney,Himachal,
198,Lentils and Mixed Grains Khichda,Rajasthani,
199,Chettinad Pakora Curry,Chettinad,
200,Banana Pomegranate Raita,Indian,
201,Dhania Wale Aloo,Indian,
202,Case Podimas,Tamil Nadu,
203,Baked Potato,Fusion,
204,Rajasthani Ghasela,Rajasthani,
205,Andhra Style Bendakaya Charu,Andhra,
206,Mexican Vegetarian Burrito Bowl,Mexican,
207,Dahi Bhindi,North Indian,
208,Palak Paneer Bhurji,North Indian,
209,Badam Halwa,Awadhi,
210,Sweet & Spicy Vegetable Hong Kong Style,Cantonese,
212,Tender Coconut Ice Cream,Indian,
213,Milk Powder Chena Burfi,Indian,
214,Carrot Orange Walnut Raita,Indian,
215,Coffee Chocolate Truffles,Continental,
216,Karnataka Style Ragi Ujju Rotti,Karnataka,
217,Pui Shaker Chorchori,North East India,
218,Potato Pancakes,Continental,
219,Bamboo Shoot Stir Fry,Asian,
220,Udupi Style Red Parboiled Rice Sevai,Udupi,
221,Till Wale Aloo,Indian,
222,Beetroot Loni Sponge Dosa,North Indian,
223,Sweet & Spicy Stuffed Paneer In Kofta Curry,North Indian,
224,Sichuan Style Zhong Shui Jiao,Sichuan,
225,Spicy Baby Potatoes,North Indian,
226,Barley Whole Wheat Coffee Marble Cake,Continental,
227,Andhra Style Lettuce Pulp,Andhra,
228,Rich Dark Chocolate Mousse,Continental,
229,Hunase Gojju,Karnataka,
230,Qahwa Coffee,Arab,
231,Broccoli Corn & Barley Soup,Continental,
232,Spirulina and Mint Basil Pesto Pasta,Italian,
233,Goan Style Sando,Goan,
234,Til Moongphali Aur Kundru Sabzi,Indian,
235,Kaigari Pirattal,Tamil Nadu,
236,Pomegranate Frozen Margarita,Continental,
237,Matar Besan and Paneer Cheela,North Indian,
238,Leftover Roti Cutlet,Indian,
239,Flourless Orange Cake With Cream Cheese Frosting,Continental,
240,Spicy Paneer Bhurji Pav Sandwich,North Indian,
241,Asian Style Baby Corn With Sesame Seeds and Peanut Sauce,Asian,
242,Papaya and Carrot Halwa,North Indian,
243,Phalguni Dal,Bengali,
244,Sprouted Moong And Onion Fritters,Indian,
245,Lemon And Ginger Spicy Black Eyed Beans,Mexican,
246,Gawar Phali Masala Sabzi,North Indian,
247,Corn only quiche,Indian,
248,Lacha Onion,North Indian,
249,Tofu Bhurji,North Indian,
250,Savoury Bread Pudding,Continental,
251,Stuffed Radish Paneer Paratha,North Indian,
252,Orange Peppermint Green Tea Punch,Continental,
253,Zucchini Tater Tots,Continental,
254,Moringa Masoor Dal,North Indian,
255,Gujarati Methi Na Dhebra,Gujarati,
256,Pear And Walnut Salad,Continental,
257,Rajasthani Gatte Ki Sabzi With Onion & Garlic,Rajasthani,
258,Bengali Aloo Potol er Dalna,Bengali,
259,One Pot Methi Mushroom Brown Rice Pulao,Indian,
260,Veg Mughlai Paratha,Mughlai,
261,Andhra Style Stuffed Boils,Andhra,
262,Andhra Style Palakura Vepudu,Andhra,
263,Papaya Orange Pomegranate Salad With Roasted Peanuts,Continental,
264,Paka Kela Ki Sabzi,Gujarati,
265,Chocolate Tart,Continental,
266,Navrang dal,North Indian,
267,Green Moong Dal Sundal,South Indian,
268,Chow Chow Sambar,South Indian,
269,Tamil Nadu Style White Paniyaram,Chettinad,
270,Kurkuri Bhindi With Spicy Tomato Yogurt Gravy,North Indian,
271,Thulli,Indian,
272,Gulkand Chai,North Indian,
273,Spinach And Tortellini Soup,Italian,
274,Chak,North East India,
275,Four Cheese and Spinach Stuffed Mushrooms,Continental,
276,Roasted Vegetable Pasta Primavera,Continental,
277,Stuffed Tomato With Stir,Middle Eastern,
278,Kabuli Chana Sundal,South Indian,
279,Spinach And Corn Sandwich Flavored With Sandwich Spread,Continental,
280,Spaghetti Pasta In Roasted Pumpkin Sauce,Italian,
281,Cold Potato Salad With Cilantro Dressing,Continental,
282,Pista Burfi,Indian,
283,No Onion No Garlic Lobia Masala In Electric Pressure Cooker,Gujarati,
284,Instant Puliodarai Powder,South Indian,
286,Party Sev Puri Filled With Potato & Pomegranate Mint Mayo,North Indian,
287,Rava Chakli,Karnataka,
288,Roasted Chickpeas,North Indian,
289,Carrot Chutney,Indian,
290,Peeled Moong Dal Curry,North Indian,
291,For Chikki,Indian,
292,Chocolate Glazed Coconut Macaroons,Continental,
293,Sookhi Moong Palak Dal,North Indian,
294,Coconut Chocolate Balls,Continental,
295,Kerala Style Pacha Mango Avial,Kerala,
296,Stuffed Palak Paneer Paratha,Indian,
297,Masoor Dal Gassi,Mangalorean,
298,Potato Stuffed Dal Dhokli,North Indian,
299,Tofu and Chickpea Patty,Indian,
300,Paneer In Coconut Gravy,North Indian,
301,Keerai Masiyal,South Indian,
302,Thai Som Tum,Thai,
303,Desiccated Coconut Coriander Chutney,South Indian,
304,Masala French Toast,Continental,
305,Kerala Style Tapioca with Coconut Curd Chutney,Kerala,
306,Matcha Cookies,Fusion,
307,Corn Salad With Radishes, Jalapeño And Lime In Mint Mayo,
308,Goan Poee,Goan,
309,Chunky Cucumber Salsa,Mexican,
310,Potato Paneer Curry Without Onion And Garlic,North Indian,
311,Fansi Muthia Nu Shaak,Gujarati,
312,Kerala Style Appam,Kerala,
313,Kashmiri Style Shab Deg,Kashmiri,
314,Tofu Banh Mi,Vietnamese,
315,Sour Sweet Petha,Indian,
316,Mixed Sprouts Sabzi,Indian,
317,Baked Muesli Tart with Strawberry Yogurt and Chia Seeds,Continental,
318,Banoffee Pie,British,
319,Himachal Style Khatta Jimikand,Himachal,
320,Tulsi and Betel Leaves Rasam,South Indian,
321,Rosemary Roasted Potatoes And Pepper Salad,Italian,
322,Baked Roasted Vegetable Lasagna With Low Fat Cheese & Oat Sauce,Italian,
323,Dharwad Peda,North Karnataka,
324,Chickpea Coconut Milk Curry,North Indian,
325,Vegan Kofta Curry,North Indian,
326,Chana Dal Chutney,South Indian,
327,Delicious Skillet Plum Cake,Continental,
328,Sweet Potato Dal,North Indian,
329,Beetroot Millet Paniyaram,Chettinad,
330,Nutty Oats Almond Truffle,Continental,
331,Lentil Sauce,Kerala,
332,Tandoori Aloo Gobi Kathi Roll,Indian,
333,Roasted Potatoes & Zucchini Bake In A Creamy Parsley Sauce,Continental,
334,Spiced Whole Wheat Carrot Cake,Continental,
335,Bihari Shakarkand Bhujia,North Indian,
336,No Onion No Garlic Spiced Apple Tomato Curry,Kashmiri,
337,Spicy Ramen with Tofu,Asian,
338,Ambul Polos Curry,Asian,
339,Stuffed Gilka,Maharashtrian,
340,Drumstick Spinach Juice,South Indian,
341,Palak Paneer,Punjabi,
342,Broken Wheat Upma Or Dalia Khichdi for Babies & Toddlers,Indian,
343,Name Cucumber Salad,South Indian,
344,Crispy Vegetable,North Indian,
345,Dried Neem Flower Flavored Rice,South Indian,
346,Cauliflower Croquettes,Continental,
347,Broccoli And Aloo Poriyal,South Indian,
348,Nendra Pazham Pulissery,Kerala,
349,Spinach Coriander Dosa,South Indian,
350,Mishti Doi,Bengali,
351,Whole Wheat Flour Murukku,South Indian,
352,Dalgona Coffee,North Indian,
353,Coriander and Coconut Chutney,Indian,
354,Lauki Badi Ki Sabzi,Rajasthani,
355,Guilt Free Coconut Barfi,North Indian,
356,Fulkopir Paturi,Bengali,
357,Apple Tart with Puff Pastry,Continental,
358,Broccoli Soup,Continental,
359,Karnataka Special Huli Tovve,Kerala,
360,Garlic Tikki,North Indian,
361,Left Over Vadai Upma,South Indian,
362,Hyderabadi Chand Biscuits,Hyderabadi,
363,Mullu Murukku,Tamil Nadu,
364,Vada Pav With Spinach Corn Tikki,Maharashtrian,
365,Carrot Pulao,Indian,
366,Gur Paare,Punjabi,
367,Spinach & Garlic Potato Patties,Continental,
368,Pumpkin Peas Palya,South Indian,
369,Thandai Srikhand Tart,North Indian,
370,Masala Dosa With Red Chutney,South Indian,
371,Palak,Indian,
372,Peas and Peel Vegetables,Indian,
373,Spinach Thalipeeth,Maharashtrian,
374,Paneer Satay,North Indian,
375,Pumpkin Almond,Tamil Nadu,
376,Taiwanese Pineapple Cake,Asian,
377,Grilled lentil,Maharashtrian,
378,Chettinad Vengaya Kosu,Chettinad,
379,Greek Style Spinach Spanakopita,Greek,
380,Lauki Burfi With Paneer,Indian,
381,Menthi Aaku Badeela Koora,Andhra,
382,Sesame Kameer Good Ride,Assamese,
383,Green Pea Pakoras,Indian,
384,Sooji Halwa Breakfast Bowl,Indian,
385,Banana Digestive Pudding With Pistachios,Continental,
386,Chawli Ki Phali & Aloo Sabzi,North Indian,
387,Karnataka Style Gasagase Payasa,Karnataka,
388,Meethe Chawal,Awadhi,
389,Rice,Indian,
390,Malpua with Rabri,Indian,
392,Bavarian Mushroom Sauce,Mexican,
393,Paneer Mushroom Stuffed Spinach Wrap Flavoured With Prunes,Continental,
394,Karpooravalli Chutney,Tamil Nadu,
395,Star Trek Curry,Parsi,
396,Indo Chinese Hot and Sour Spinach Soup,Fusion,
397,Spicy Chickpea Tacos With Indian Twist,Mexican,
398,Nepalese Style Dhal Bhat,Nepalese,
399,Murungakkai Mor Kuzhambu,Tamil Nadu,
401,Arunachal Pradesh Zan,North East India,
402,Green Chana Chutney,Rajasthani,
403,Mixed Beans Vegetable Pulao,Indian,
405,Odiya Style Chana Dal With Potato & Pumpkin Curry,Oriya,
406,Black Pepper Singhada Vegetable,North Indian,
407,Puli Upma,South Indian,
408,Methi Muthiya,Indian,
410,Mixed Vegetable Sagu,Karnataka,
411,Andhra Style Cucumbers,Andhra,
412,Makhane vegetable,North Indian,
413,Szechuan Vegetarian Fried Rice,Sichuan,
414,Achari Gobi Shimla Mirch Ki Sabzi,North Indian,
415,Carrot and Oats  Whole Wheat Bread,Continental,
416,Chole Biryani,North Indian,
417,Herbed Butter Garlic Quinoa,Continental,
418,Rajgira Paneer Paratha,North Indian,
419,Grilled Paneer Pineapple Sandwich,Continental,
420,Oats and Vegetable Kebab,North Indian,
421,Strawberry Chocolate Loaf Cake,Continental,
422,Cheddar Beer Bread,Continental,
423,Healthy Fruit & Nut Watermelon Dessert With Greek Yogurt,Continental,
424,Tandoori Potatoes,North Indian,
425,Mango Kalakand,North Indian,
426,Sesame Noodles With Napa Cabbage,Asian,
427,Bengali Potol Bhaj,Bengali,
428,Kerala Style Arabic Vegetable,Kerala,
429,Duration Special Nihari,Awadhi,
430,Cabbage Onion Vada,South Indian,
431,Goan Style Banana Halwa,Goan,
432,Chocolate Coffee Sticky Cake,Continental,
433,Chole Capsicum Masala,North Indian,
434,Carrot Tadka Raita,Indian,
435,Besan Arbi Roast,Indian,
436,Carrot and Capsicum Rice,Indian,
437,Senai Potato Curry,South Indian,
438,Date, Nuts And Quinoa Energy Bite,
439,Gavarfali Ki Sukhi Sabzi,Rajasthani,
440,Mullangi Curry,Tamil Nadu,
441,Idli Manchurian With Oriental Twist,Indo Chinese,
442,Konkani Style Avnas Ambe Sasam,Konkan,
443,Kakdi Chi Koshimbir,Maharashtrian,
444,Chatpati Sattu Ki Kachori,Rajasthani,
445,Foxtail Millet Pongal,South Indian,
446,Shepuchi Bhaji,Maharashtrian,
447,Bhindi and Capsicum Sabzi,North Indian,
448,Oats Ven Pongal,South Indian,
449,Black Eyed Peas Masala Vadas,Karnataka,
450,Nawabi Paneer Curry,Hyderabadi,
451,Broccoli Chilli Noodles With Grilled Salmon,Fusion,
452,Palak Pulao,Indian,
453,Roasted Garlic Potato Soup,Continental,
454,Vegetable Filled Souffle,Continental,
455,Vegetarian Hakka Noodles,Cantonese,
456,Mysore Chutney,Karnataka,
457,Ragi Halwa,Karnataka,
458,Indian Festive Sweet Rice And Jamun Bhog,Bengali,
459,Raw Tomato Chutney,South Indian,
460,Raw Banana Raita,Indian,
461,Vegan Burger With Beans And Tofu Patty,Continental,
462,Bengali Style Kucho Nimki,Bengali,
463,Tzatziki,Mediterranean,
464,Crispy Palak Pakora,Indian,
465,Thalicha Thayir Sadam,Chettinad,
466,Marwadi Gatte Ki Kadhi,Rajasthani,
467,Whole Wheat Flour Chakli,South Indian,
468,Raw Mango Dal Fry,North Indian,
469,KhiraSaku,Oriya,
470,Maharashtrian Goda Masala Powder,Maharashtrian,
471,Chatpata Rajma Salad,North Indian,
472,Odisha Style Aloo Husband,Oriya,
473,Kashmiri Style Bharit Marchavangun,Kashmiri,
474,Karwar Style Bibya Usal,Karnataka,
475,Chocolate Banana Smoothie Bowl,Continental,
476,Rava Vada,South Indian,
477,Mushroom Caldine,Goan,
478,Thai Ice Tea,Thai,
479,Awadhi Style Karela Ka Dulma,Awadhi,
480,Tamarind Ginger Chutney,South Indian,
481,Whole Masala Gobhi,Indian,
482,Konkani Style Maskasangi Magge Koddel,Konkan,
483,Karachi Biscuits,Indian,
484,Malvani Masala Powder,Maharashtrian,
485,Padipe Saasmi,Udupi,
486,Bengali Style Cholar Dal,Bengali,
487,Savory Flax Seed Multigrain Crackers,Chettinad,
488,Broccoli & Bell Pepper Zunka,Maharashtrian,
490,Vegetarian Sloppy Joe,Continental,
491,Bengali Beetroot And Raw Banana Chop,Bengali,
492,Bread Upma,Indian,
493,Thandai Kulfi,Indian,
494,Calcutta Style Ghugni,Bengali,
495,Karantaka Style Seke Undlaka,Karnataka,
496,Gulab Jamun,North Indian,
497,Aamras Ki Kadhi,Gujarati,
498,Kerala Pazham Pori,Kerala,
499,Mexican Taco With Spicy Tofu Crumble,Mexican,
500,Rava Ladoo,Indian,
501,Mixed Millet Phulka,North Indian,
502,Pavakka Theeyal,Tamil Nadu,
503,Parsi Salli Boti,Parsi,
504,Smoked Tandoori Paneer Tikka,Punjabi,
505,South Indian Coconut Chutney,South Indian,
506,Khatti Meethi Tindora Sabzi,Indian,
507,Chettinad Style Chilli Gobhi,Indian,
508,Achari Masala Powder,North Indian,
509,Roasted Fennel and Tomato Soup,European,
510,Healthy Aloo Roll,Continental,
511,Lilve Ki Sabzi,North Indian,
512,Tomato Onion Cucumber Raita,Indian,
513,Pudina Idli,South Indian,
514,Kothamalli Thovayal,South Indian,
515,Tomato Noodle Soup,Fusion,
516,Cheesy Vegetarian Pizza Muffins,Fusion,
517,Moong Dal Tikki,Indian,
518,Ari Pathiri,Malabar,
519,Amaranth Leaves Khichdi,Indian,
520,Chole Semiya Pulao,Indian,
521,Farali Pattice,Gujarati,
522,Matar Paneer Galette,Fusion,
523,Udupi Red Parboiled Rice Shavige,Udupi,
524,Masala Roti,Indian,
525,Fruit And Nut Lauki Brownies,Continental,
526,Maakhmi Dal,Sindhi,
527,Corn Cheese Balls,Continental,
528,Sorekai Majjige Huli,South Indian,
529,Palak Onion Kadhi Pakora,Punjabi,
530,Dry Navratan Korma,North Indian,
531,Madurai Spicy Tomato Chutney,Tamil Nadu,
532,Baked Cauliflower Samosa,Indian,
533,How to Cook Root Vegetables like Potatoes,Continental,
534,Turai Pyaz Hari Mirch Ki Sabzi,North Indian,
535,Baby Corn Carrot Sabzi,North Indian,
536,Moong Dal Dubka,North Indian,
537,Cucumber Honey Limeade,Continental,
538,Keri Na Gotla Nu Shaak,Gujarati,
539,Indo Mexican Roasted Vegetable Taco With Creamy Mayo,Mexican,
540,Tomato Kurma,South Indian,
541,Bhojpuri Style Bharbhara,Bihari,
543,Mini Chilli Cheese Aloo Kulcha,North Indian,
544,Horsegram Chutney,South Indian,
545,Onion Thepla,North Indian,
546,Cauliflower Thoran,South Indian,
547,Atte Ka Halwa,North Indian,
548,Stuffed Half Moon Shaped Kaju Burfi,Indian,
549,Nellor Kathirikai,Andhra,
550,Savory Waffles With Roasted Peppers In Sun Dried Tomato Pesto,Continental,
551,Guacamole Stuffed Quesadilla With Mint Mayo,Mexican,
552,Bharwa Lauki In No Onion No Garlic Makhani Gravy,North Indian,
553,Shrimp Walnut Bruschetta Flavored With Cheesy Dip,Italian,
554,Noodle Soup with Vegetables,Chinese,
555,Kiwi Guava Spritzer,Indian,
556,Soya Chunks Masala in Coconut Milk,South Indian,
557,Orange Lemon Tea Cake,Continental,
558,Beetroot Chutney,South Indian,
559,Watermelon Carrot Radish Juice,Continental,
560,Fennel Potato Croquettes With Paneer,Continental,
561,Drumstick Leaves Sabzi With Crushed Peanuts,South Indian,
562,Pudalangai Milagu Kootu,South Indian,
563,Vegetable Lo Mein,Chinese,
564,Doddapatre Soppina Chitranna,South Indian,
565,Bhindi Masala Gravy,North Indian,
566,Goan Style French Beans Foogath,Goan,
567,Medu Vada With Onion,South Indian,
568,Punjabi Sabut Moong Ki Dal,North Indian,
569,Poha Ladoo With Chocolate And Coconut,Indian,
570,Coriander Semiya,South Indian,
571,Mango Chia Seeds Smoothie Topped with Muesli,Continental,
572,Knol Khol Gravy,Indian,
573,Corn Bhel,North Indian,
574,Dal Dhokli With Sprouted Moong Dal,Gujarati,
575,Ragi Sankati,Andhra,
576,Instant Baked Aloo Tikki,Indian,
577,Sukhe Chole,Punjabi,
578,Parsi Style Dry Guava Curry,Parsi,
579,Corn and Spinach Whole Wheat Calzone,Italian,
580,Masala Palak Bhurji,Indian,
581,Broccoli & Water Chestnut Soup,Continental,
582,Kadhai Tofu Sabji,North Indian,
583,Vrat Ki Kachori,North Indian,
584,Jeera Milagu Rasam,South Indian,
585,Jeera Hing Aloo,Indian,
586,Malabar Style Dates Pickle,Malabar,
587,Carrot Semolina Phirni,North Indian,
588,Oil Free Gujarati Undhiyu,Gujarati,
589,Karnataka Style Orange Peels Curry,Karnataka,
590,Kerala Style Chakka Pal Kozhukattai,Kerala,
591,Achari Paneer Masala,North Indian,
592,Dhaba Style Tawa Pulao,North Indian,
593,Apple Burfi,Indian,
594,Kerala Style Sugiyan,Kerala,
595,Carrot And Coriander Soup,Indian,
596,Makki Ki Baked Mathri,North Indian,
597,Khara Bhath,Karnataka,
598,Kadai Broccoli Masala,North Indian,
599,Palak Pakora,North Indian,
600,Bhindi Raita,Indian,
601,Chana Methi Dal,North Indian,
602,Sheer Khurma,Hyderabadi,
603,Chettinad Takkali Sadam,Chettinad,
604,Aam Ki Launji,North Indian,
605,Kashmiri Monj Haakh,Kashmiri,
606,Tamatar Chaat Banarasi Style,Uttar Pradesh,
607,Okra Curry Without Coconut,Kerala,
608,Baked Pasta With Spinach And Artichoke,Italian,
609,Italian Style Broccoli And Cauliflower Soup,Italian,
610,Methi Moong Dal,North Indian,
611,Arugula & Fig Salad,Continental,
612,French Toast BLT Bagel Sandwich,Continental,
613,Parmesan Cheese Biscuits,Continental,
614,Sooji Manpasand Burfi,Indian,
615,Paneer Bhurji Gravy,North Indian,
616,Coconut Thumbprint Cookies With Pineapple And Apricot Preserve,Continental,
617,Bharwa Karela With Sweet Potato Filling,Indian,
618,Kerala Cherupayar Curry,Kerala,
619,Rava Kakdi Thalipeeth,Maharashtrian,
620,Unniyappam,Kerala,
621,Maharashtrian Batatyacha Kees,Maharashtrian,
622,Kathiri Urulai Masala Kuzhambu,South Indian,
623,Mexican Black Bean Corn Soup,Mexican,
625,Methi Leaves Curry,North Indian,
626,Paruppu Thogayal,South Indian,
628,Dibba Rotti,Andhra,
629,Chettinad Style Brinjal And Potato Mash,Chettinad,
630,Crispy Bakwan Sayur,Indonesian,
631,Spicy Sichuan Cauliflower,Indo Chinese,
632,How To Make  Idiyappam,South Indian,
633,Baklava,Mediterranean,
634,Vegetable Tagine,African,
635,Spicy Kiwi Salsa with Feta Cheese,Mexican,
636,Mexican Brown Rice and Quinoa Casserole,Mexican,
637,Swedish Saffron Buns,European,
638,Saragva Nu Shaak,Gujarati,
639,Bihari Aloo Bhujiya,Bihari,
640,Chiba Dhokli,Gujarati,
641,Stuffed Mushroom With Italian Sausage,Italian,
642,Kohlrabi,Indian,
643,Heart Shaped Tea Sandwiches,Indian,
644,Watermelon, Chena,
645,Mixed Millet Khichdi,North Indian,
646,Golpapdi,Gujarati,
647,Chironji dal,North Indian,
648,Apple Upside Down Cake,Continental,
649,Belle dosa,Karnataka,
650,Green Chutney Rava Dhokla,Gujarati,
651,Mamidikaya Pesara Pappu Pachadi,Andhra,
652,Strawberry Brownie Bars,Continental,
653,Goan Style Sana,Goan,
654,Raw Banana Stir Fry,Goan,
656,Pretzel Salad,European,
657,Rajgira Ki Kheer,North Indian,
658,Spicy Mixed Vegetable Lollipop,Continental,
659,Karuva Pillai Pachadi,South Indian,
660,Sour Arabi Vegetable,North Indian,
661,Shandong  Style Sweet Potato In Spicy Caramel Sauce,Shandong,
662,Sarson Saag Pulao,Indian,
663,Carrot Peanut Chutney,South Indian,
664,Milagu Rasam,South Indian,
665,Korean Style Kimchi Udon Stir Fry with Scallions,Korean,
666,Jhinga Gavar,Indian,
667,Chili Bajji,North Indian,
668,Mushroom 65,Chinese,
669,Whole Wheat Zucchini Cake,Continental,
670,Phulkari Pulao,Punjabi,
671,Spicy Thai Pasta With Roasted Vegetables,Fusion,
672,Chilli Paneer Quesadilla,Fusion,
673,Breakfast Enchiladas With Mushroom Sauce,Mexican,
675,Caramel Apple Trifle,British,
676,Saoji Methi Pulao,Indian,
677,Parsi Style Sekta Ni Sing,Parsi,
678,Karwar Style Varan Kadhi,Karnataka,
679,Maharashtrian Style Kothimbir Oats Vadi,Maharashtrian,
680,Carrot Pachadi With Coconut,Tamil Nadu,
681,Biryani Chamanthi,Kerala,
682,Dairy Free Chocolate Pudding,Continental,
683,Carrot and Ginger Spiced Dosa,South Indian,
